Year,Production,State,Mineral Type,Gold(t),Production(normalised)
2020,25871.7,VIC,Gold,28.52445713,0.004522781
1955,25947.5,WA,Gold,28.60809107,0.004536041
2003,26240.2,QLD,Gold,28.93077155,0.004587205
1971,26314.0,QLD,Iron Ore,,2.8882E-05
1971,26314.0,VIC,Iron Ore,,2.8882E-05
1936,26317.1,WA,Gold,29.01551136,0.004600641
1942,26378.4,WA,Gold,29.083129,0.004611363
1957,26427.3,WA,Gold,29.1369968,0.004619904
1962,26747.2,WA,Gold,29.48976064,0.004675837
1980,26755.0,QLD,Iron Ore,,2.93661E-05
1980,26755.0,VIC,Iron Ore,,2.93661E-05
1959,26776.1,WA,Gold,29.52164928,0.004680893
1871,26794.7,VIC,Iron Ore,,2.94097E-05
1954,26808.0,WA,Gold,29.55672679,0.004686455
1971,26817.3,NSW,Iron Ore,,2.94345E-05
1851,26854.8,VIC,Iron Ore,,2.94756E-05
2012,27025.3,QLD,Iron Ore,,2.96627E-05
2006,27041.0,NSW,Gold,29.81365516,0.004727193
1960,27055.9,WA,Gold,29.8301462,0.004729808
1991,27061.0,QLD,Gold,29.83572216,0.004730692
1961,27077.5,WA,Gold,29.85387409,0.00473357
2014,27083.4,QLD,Iron Ore,,2.97266E-05
1974,27148.0,QLD,Iron Ore,,2.97974E-05
1974,27148.0,VIC,Iron Ore,,2.97974E-05
2013,27170.8,QLD,Iron Ore,,2.98225E-05
1958,27206.9,WA,Gold,29.99655006,0.004756193
2015,27211.3,QLD,Iron Ore,,2.9867E-05
2010,27228.0,QLD,Iron Ore,,2.98853E-05
1918,27259.5,WA,Gold,30.05456681,0.004765392
1856,27267.3,VIC,Iron Ore,,2.99284E-05
1993,27405.0,QLD,Gold,30.21494805,0.004790822
2018,27425.5,VIC,Iron Ore,,3.0102E-05
2016,27452.2,QLD,Iron Ore,,3.01314E-05
2003,27491.5,NSW,Gold,30.31041421,0.004805958
1855,27499.1,VIC,Iron Ore,,3.01828E-05
2020,27520.2,VIC,Iron Ore,,3.02059E-05
2016,27554.6,VIC,Iron Ore,,3.02437E-05
2019,27576.1,VIC,Iron Ore,,3.02673E-05
2021,27584.1,QLD,Iron Ore,,3.02761E-05
2011,27591.7,QLD,Iron Ore,,3.02844E-05
2020,27631.8,QLD,Iron Ore,,3.03284E-05
2021,27641.4,VIC,Iron Ore,,3.0339E-05
2009,27654.1,QLD,Iron Ore,,3.03529E-05
2019,27686.8,QLD,Iron Ore,,3.03888E-05
1854,27694.0,VIC,Iron Ore,,3.03967E-05
1853,27694.9,VIC,Iron Ore,,3.03978E-05
1989,27720.0,QLD,Gold,30.56229327,0.004845896
2007,27736.8,QLD,Iron Ore,,3.04437E-05
2008,27736.8,QLD,Iron Ore,,3.04437E-05
2005,27747.7,VIC,Iron Ore,,3.04556E-05
2018,27763.2,QLD,Iron Ore,,3.04726E-05
2006,27833.9,QLD,Iron Ore,,3.05502E-05
2017,27841.2,QLD,Iron Ore,,3.05583E-05
1995,27841.8,QLD,Gold,30.69655634,0.004867184
2017,27864.9,VIC,Iron Ore,,3.05843E-05
2015,27871.6,VIC,Iron Ore,,3.05916E-05
2014,27924.2,VIC,Iron Ore,,3.06494E-05
2013,27985.5,VIC,Iron Ore,,3.07166E-05
2012,28038.6,VIC,Iron Ore,,3.07749E-05
2005,28046.4,NSW,Gold,30.9221091,0.004902948
1887,28075.1,TAS,Coal,,3.0815E-05
2005,28093.4,QLD,Iron Ore,,3.08351E-05
1973,28127.0,QLD,Iron Ore,,3.0872E-05
1973,28127.0,VIC,Iron Ore,,3.0872E-05
1972,28154.4,NSW,Iron Ore,,3.0902E-05
1872,28170.6,QLD,Coal,,3.09199E-05
1872,28170.6,VIC,Coal,,3.09199E-05
1852,28175.7,VIC,Iron Ore,,3.09254E-05
2004,28188.9,QLD,Iron Ore,,3.09399E-05
1996,28201.6,QLD,Gold,31.09323046,0.00493008
2011,28219.0,VIC,Iron Ore,,3.09729E-05
1876,28224.9,VIC,Gold,31.11896174,0.00493416
1977,28237.0,QLD,Iron Ore,,3.09927E-05
1977,28237.0,VIC,Iron Ore,,3.09927E-05
2003,28255.7,VIC,Iron Ore,,3.10132E-05
2010,28276.3,VIC,Iron Ore,,3.10359E-05
2004,28334.2,VIC,Iron Ore,,3.10994E-05
2003,28442.2,QLD,Iron Ore,,3.12179E-05
2009,28454.6,VIC,Iron Ore,,3.12315E-05
2002,28483.4,VIC,Iron Ore,,3.12632E-05
2008,28573.2,VIC,Iron Ore,,3.13617E-05
2002,28622.2,QLD,Iron Ore,,3.14155E-05
2001,28652.1,VIC,Iron Ore,,3.14484E-05
1996,28656.0,QLD,Iron Ore,,3.14526E-05
1996,28656.0,VIC,Iron Ore,,3.14526E-05
1976,28666.0,QLD,Iron Ore,,3.14636E-05
1976,28666.0,VIC,Iron Ore,,3.14636E-05
1997,28829.4,QLD,Gold,31.78541083,0.005039831
2007,28894.1,VIC,Iron Ore,,3.17139E-05
2000,28988.4,VIC,Iron Ore,,3.18174E-05
2006,29035.6,VIC,Iron Ore,,3.18692E-05
2001,29061.8,QLD,Iron Ore,,3.1898E-05
1975,29117.0,QLD,Iron Ore,,3.19586E-05
1975,29117.0,VIC,Iron Ore,,3.19586E-05
1991,29143.0,QLD,Iron Ore,,3.19871E-05
1991,29143.0,VIC,Iron Ore,,3.19871E-05
2004,29143.8,NSW,Gold,32.13207517,0.005094797
2000,29167.6,QLD,Iron Ore,,3.20142E-05
1898,29218.1,WA,Gold,32.2140452,0.005107794
1994,29232.8,QLD,Gold,32.23019421,0.005110355
1989,29387.0,QLD,Iron Ore,,3.22549E-05
1989,29387.0,VIC,Iron Ore,,3.22549E-05
1990,29387.0,VIC,Iron Ore,,3.22549E-05
1987,29716.0,QLD,Iron Ore,,3.2616E-05
1987,29716.0,VIC,Iron Ore,,3.2616E-05
1990,29728.0,QLD,Gold,32.77618523,0.005196926
1870,29790.8,VIC,Iron Ore,,3.26981E-05
2011,30165.0,NSW,Gold,33.25798057,0.005273319
1917,30176.9,WA,Gold,33.27106803,0.005275394
2010,30286.0,NSW,Gold,33.39144773,0.005294481
1885,31836.7,SA,Iron Ore,,3.49437E-05
1866,30741.4,VIC,Iron Ore,,3.37415E-05
1983,30861.0,QLD,Iron Ore,,3.38728E-05
1983,30861.0,VIC,Iron Ore,,3.38728E-05
1894,30987.0,TAS,Coal,,3.40111E-05
1974,30993.0,NSW,Iron Ore,,3.40177E-05
1937,31120.1,WA,Gold,34.31104928,0.005440291
1875,31289.9,VIC,Gold,34.49826648,0.005469976
2008,31384.2,NSW,Gold,34.60218559,0.005486453
1985,31503.0,QLD,Iron Ore,,3.45774E-05
1985,31503.0,VIC,Iron Ore,,3.45774E-05
2001,31890.2,QLD,Gold,35.16012591,0.005574919
1906,31903.4,QLD,Iron Ore,,3.50169E-05
1906,31903.4,VIC,Iron Ore,,3.50169E-05
2021,31928.2,NSW,Gold,35.20196481,0.005581553
2013,32024.6,NSW,Gold,35.30828073,0.00559841
1868,32037.3,VIC,Iron Ore,,3.51639E-05
1869,32045.7,VIC,Iron Ore,,3.51731E-05
1984,32111.0,WA,Gold,35.40352811,0.005613512
1874,32145.8,VIC,Gold,35.44193032,0.005619601
1966,32151.3,NSW,Iron Ore,,3.5289E-05
1988,32246.0,QLD,Iron Ore,,3.5393E-05
1988,32246.0,VIC,Iron Ore,,3.5393E-05
1867,32284.9,VIC,Iron Ore,,3.54356E-05
1998,32326.3,QLD,Gold,35.64089743,0.005651149
1986,32495.0,QLD,Iron Ore,,3.56663E-05
1986,32495.0,VIC,Iron Ore,,3.56663E-05
1992,32608.0,QLD,Gold,35.95148842,0.005700396
1875,32620.7,QLD,Coal,,3.58042E-05
1875,32620.7,VIC,Coal,,3.58042E-05
1978,32700.0,QLD,Iron Ore,,3.58913E-05
1978,32700.0,VIC,Iron Ore,,3.58913E-05
1970,32982.4,NSW,Iron Ore,,3.62012E-05
1916,33009.5,WA,Gold,36.39413208,0.005770581
1895,33221.2,TAS,Coal,,3.64633E-05
1865,33528.0,QLD,Coal,,3.68001E-05
1865,33528.0,VIC,Coal,,3.68001E-05
1999,33647.6,QLD,Gold,37.09768251,0.005882134
1979,33663.0,QLD,Iron Ore,,3.69482E-05
1979,33663.0,VIC,Iron Ore,,3.69482E-05
2017,33762.4,NSW,Gold,37.22423927,0.005902201
1873,34150.8,QLD,Coal,,3.74837E-05
1873,34150.8,VIC,Coal,,3.74837E-05
1873,34276.5,VIC,Gold,37.79109471,0.00599208
2015,34429.7,NSW,Gold,37.96002331,0.006018865
1941,34499.8,WA,Gold,38.03725447,0.006031111
2014,34632.7,NSW,Gold,38.18381743,0.006054349
2007,34861.2,NSW,Gold,38.43567053,0.006094283
1992,34897.0,QLD,Iron Ore,,3.83027E-05
1992,34897.0,VIC,Iron Ore,,3.83027E-05
1944,35173.9,SA,Coal,,3.86066E-05
1893,35248.1,TAS,Coal,,3.8688E-05
1973,35691.0,NSW,Iron Ore,,3.91742E-05
1984,36095.0,QLD,Iron Ore,,3.96176E-05
1984,36095.0,VIC,Iron Ore,,3.96176E-05
1951,36222.4,WA,Iron Ore,,3.97575E-05
1938,36318.3,WA,Gold,40.04222723,0.006349015
1907,36429.7,QLD,Iron Ore,,3.9985E-05
1907,36429.7,VIC,Iron Ore,,3.9985E-05
1892,36584.1,TAS,Coal,,4.01545E-05
1940,37055.1,WA,Gold,40.85456472,0.006477818
2000,37099.1,QLD,Gold,40.90305486,0.006485506
1994,37221.0,QLD,Iron Ore,,4.08535E-05
1994,37221.0,VIC,Iron Ore,,4.08535E-05
1889,37287.2,TAS,Coal,,4.09261E-05
1915,37634.5,WA,Gold,41.49336626,0.006579105
1910,37732.2,QLD,Iron Ore,,4.14146E-05
1910,37732.2,VIC,Iron Ore,,4.14146E-05
1939,37762.8,WA,Gold,41.63484212,0.006601537
2020,38071.7,NSW,Gold,41.97538915,0.006655533
1870,38198.2,VIC,Gold,42.11485193,0.006677646
1914,38345.6,WA,Gold,42.27738115,0.006703417
1872,38991.0,VIC,Gold,42.98901224,0.006816251
2018,39511.0,NSW,Gold,43.56231785,0.006907154
1886,41879.0,SA,Iron Ore,,4.5966E-05
1912,39890.7,WA,Gold,43.98092051,0.006973526
1866,39945.1,QLD,Coal,,4.38434E-05
1866,39945.1,VIC,Coal,,4.38434E-05
1871,40091.2,VIC,Gold,44.20194653,0.007008572
2016,40221.8,NSW,Gold,44.3459745,0.007031409
1913,40866.7,WA,Gold,45.05704223,0.007144154
1981,41160.0,QLD,Iron Ore,,4.51769E-05
1981,41160.0,VIC,Iron Ore,,4.51769E-05
1985,41196.0,WA,Gold,45.42006615,0.007201715
2019,41326.1,NSW,Gold,45.5635366,0.007224463
1913,41491.4,QLD,Iron Ore,,4.55406E-05
1913,41491.4,VIC,Iron Ore,,4.55406E-05
1945,42115.2,SA,Coal,,4.62254E-05
1888,42242.2,TAS,Coal,,4.63647E-05
1896,42574.5,TAS,Coal,,4.67294E-05
1972,42595.0,QLD,Iron Ore,,4.67519E-05
1972,42595.0,VIC,Iron Ore,,4.67519E-05
1911,42634.0,WA,Gold,47.00550695,0.007453099
1897,42871.1,TAS,Coal,,4.7055E-05
1912,42875.2,SA,Iron Ore,,4.70595E-05
1911,42976.8,SA,Iron Ore,,4.7171E-05
1899,43290.7,TAS,Coal,,4.75156E-05
1914,43304.0,SA,Iron Ore,,4.75301E-05
1918,43466.5,QLD,Iron Ore,,4.77085E-05
1918,43466.5,VIC,Iron Ore,,4.77085E-05
1891,43948.1,TAS,Coal,,4.82371E-05
1867,43971.7,VIC,Gold,48.48040816,0.007686956
1900,43985.1,WA,Gold,48.49515237,0.007689294
1852,44030.9,NSW,Iron Ore,,4.8328E-05
1853,44030.9,NSW,Iron Ore,,4.8328E-05
1854,44030.9,NSW,Iron Ore,,4.8328E-05
1855,44030.9,NSW,Iron Ore,,4.8328E-05
1856,44030.9,NSW,Iron Ore,,4.8328E-05
1857,44030.9,NSW,Iron Ore,,4.8328E-05
1858,44030.9,NSW,Iron Ore,,4.8328E-05
1859,44030.9,NSW,Iron Ore,,4.8328E-05
1860,44030.9,NSW,Iron Ore,,4.8328E-05
1861,44030.9,NSW,Iron Ore,,4.8328E-05
1862,44030.9,NSW,Iron Ore,,4.8328E-05
1863,44030.9,NSW,Iron Ore,,4.8328E-05
1864,44030.9,NSW,Iron Ore,,4.8328E-05
1865,44030.9,NSW,Iron Ore,,4.8328E-05
1866,44030.9,NSW,Iron Ore,,4.8328E-05
1867,44030.9,NSW,Iron Ore,,4.8328E-05
1868,44030.9,NSW,Iron Ore,,4.8328E-05
1869,44030.9,NSW,Iron Ore,,4.8328E-05
1870,44030.9,NSW,Iron Ore,,4.8328E-05
1871,44030.9,NSW,Iron Ore,,4.8328E-05
1872,44030.9,NSW,Iron Ore,,4.8328E-05
1873,44030.9,NSW,Iron Ore,,4.8328E-05
1874,44030.9,NSW,Iron Ore,,4.8328E-05
1875,44030.9,NSW,Iron Ore,,4.8328E-05
1876,44030.9,NSW,Iron Ore,,4.8328E-05
1877,44030.9,NSW,Iron Ore,,4.8328E-05
1878,44030.9,NSW,Iron Ore,,4.8328E-05
1879,44030.9,NSW,Iron Ore,,4.8328E-05
1880,44030.9,NSW,Iron Ore,,4.8328E-05
1881,44030.9,NSW,Iron Ore,,4.8328E-05
1882,44030.9,NSW,Iron Ore,,4.8328E-05
1883,44030.9,NSW,Iron Ore,,4.8328E-05
1884,44030.9,NSW,Iron Ore,,4.8328E-05
1885,44030.9,NSW,Iron Ore,,4.8328E-05
1886,44030.9,NSW,Iron Ore,,4.8328E-05
1887,44030.9,NSW,Iron Ore,,4.8328E-05
1888,44030.9,NSW,Iron Ore,,4.8328E-05
1874,44138.1,QLD,Coal,,4.84456E-05
1874,44138.1,VIC,Coal,,4.84456E-05
1851,44416.5,NSW,Iron Ore,,4.87512E-05
1990,44416.5,NSW,Iron Ore,,4.87512E-05
1993,44416.5,NSW,Iron Ore,,4.87512E-05
1994,44416.5,NSW,Iron Ore,,4.87512E-05
1995,44416.5,NSW,Iron Ore,,4.87512E-05
1996,44416.5,NSW,Iron Ore,,4.87512E-05
2003,44416.5,NSW,Iron Ore,,4.87512E-05
2004,44416.5,NSW,Iron Ore,,4.87512E-05
2005,44416.5,NSW,Iron Ore,,4.87512E-05
2006,44416.5,NSW,Iron Ore,,4.87512E-05
2007,44416.5,NSW,Iron Ore,,4.87512E-05
2008,44416.5,NSW,Iron Ore,,4.87512E-05
2009,44416.5,NSW,Iron Ore,,4.87512E-05
2010,44416.5,NSW,Iron Ore,,4.87512E-05
2011,44416.5,NSW,Iron Ore,,4.87512E-05
2012,44416.5,NSW,Iron Ore,,4.87512E-05
2013,44416.5,NSW,Iron Ore,,4.87512E-05
2014,44416.5,NSW,Iron Ore,,4.87512E-05
2015,44416.5,NSW,Iron Ore,,4.87512E-05
2016,44416.5,NSW,Iron Ore,,4.87512E-05
2017,44416.5,NSW,Iron Ore,,4.87512E-05
2018,44416.5,NSW,Iron Ore,,4.87512E-05
2019,44416.5,NSW,Iron Ore,,4.87512E-05
2020,44416.5,NSW,Iron Ore,,4.87512E-05
2021,44416.5,NSW,Iron Ore,,4.87512E-05
1916,44867.6,QLD,Iron Ore,,4.92463E-05
1916,44867.6,VIC,Iron Ore,,4.92463E-05
1869,45240.1,VIC,Gold,49.87881092,0.007908684
1866,45304.3,VIC,Gold,49.94961742,0.007919911
1899,45735.8,WA,Gold,50.4254097,0.007995352
1910,45736.7,WA,Gold,50.4263355,0.007995499
1901,46165.0,TAS,Coal,,5.06704E-05
1915,46417.0,QLD,Iron Ore,,5.09469E-05
1915,46417.0,VIC,Iron Ore,,5.09469E-05
1910,46939.2,SA,Iron Ore,,5.15201E-05
1865,47196.4,VIC,Gold,52.03568335,0.008250674
1904,47434.0,SA,Iron Ore,,5.20632E-05
1907,47502.1,NSW,Iron Ore,,5.21379E-05
1864,47515.4,VIC,Gold,52.38741852,0.008306444
1898,48440.8,TAS,Coal,,5.31683E-05
1914,48859.4,QLD,Iron Ore,,5.36277E-05
1914,48859.4,VIC,Iron Ore,,5.36277E-05
1868,49344.9,VIC,Gold,54.40456384,0.008626278
1909,49414.2,QLD,Iron Ore,,5.42366E-05
1909,49414.2,VIC,Iron Ore,,5.42366E-05
1909,49612.9,WA,Gold,54.69999669,0.008673122
1863,49634.9,VIC,Gold,54.72423892,0.008676965
1902,49644.8,TAS,Coal,,5.44898E-05
1903,49854.1,TAS,Coal,,5.47195E-05
1887,53184.4,SA,Iron Ore,,5.83748E-05
1862,50671.1,VIC,Gold,55.86670959,0.008858113
1908,51250.1,WA,Gold,56.50503109,0.008959324
1890,51327.3,TAS,Coal,,5.63364E-05
1876,51437.0,QLD,Coal,,5.64569E-05
1876,51437.0,VIC,Coal,,5.64569E-05
1900,51443.1,TAS,Coal,,5.64636E-05
1922,52245.8,SA,Iron Ore,,5.73445E-05
1908,52419.5,QLD,Iron Ore,,5.75352E-05
1908,52419.5,VIC,Iron Ore,,5.75352E-05
1907,52794.0,WA,Gold,58.20723319,0.009229222
1905,52824.9,TAS,Coal,,5.79802E-05
1901,52976.3,WA,Gold,58.40823451,0.009261092
1878,53421.3,QLD,Coal,,5.86348E-05
1878,53421.3,VIC,Coal,,5.86348E-05
1906,53742.3,TAS,Coal,,5.89872E-05
1986,53876.0,WA,Gold,59.40022051,0.00941838
1912,54417.0,TAS,Coal,,5.97276E-05
1899,55205.4,WA,Coal,,6.0593E-05
1906,55810.4,WA,Gold,61.53301301,0.009756551
1879,55892.2,QLD,Coal,,6.13468E-05
1879,55892.2,VIC,Coal,,6.13468E-05
1913,55923.7,TAS,Coal,,6.13814E-05
1888,63560.4,SA,Iron Ore,,6.97634E-05
1901,62756.0,SA,Iron Ore,,6.88805E-05
1916,56464.2,TAS,Coal,,6.19747E-05
1909,56874.7,NSW,Iron Ore,,6.24252E-05
1911,57980.1,TAS,Coal,,6.36385E-05
1902,58189.3,WA,Gold,64.15576825,0.01017241
1880,58980.8,QLD,Coal,,6.47369E-05
1880,58980.8,VIC,Coal,,6.47369E-05
1899,61666.0,SA,Iron Ore,,6.76841E-05
1861,59602.6,VIC,Gold,65.7139914,0.010419479
1907,59833.3,TAS,Coal,,6.56725E-05
1905,60810.4,WA,Gold,67.04559945,0.010630616
1900,82824.1,SA,Iron Ore,,9.09071E-05
1912,60980.3,NSW,Iron Ore,,6.69315E-05
1918,61125.6,TAS,Coal,,6.7091E-05
1913,61628.5,SA,Iron Ore,,6.7643E-05
1904,61678.5,WA,Gold,68.00273881,0.010782378
1914,61766.7,TAS,Coal,,6.77947E-05
1877,61892.7,QLD,Coal,,6.79329E-05
1877,61892.7,VIC,Coal,,6.79329E-05
1911,61984.1,NSW,Iron Ore,,6.80333E-05
1908,62045.1,TAS,Coal,,6.81002E-05
1904,62086.7,TAS,Coal,,6.81459E-05
1908,62097.9,NSW,Iron Ore,,6.81582E-05
1851,155327.6,WA,Gold,171.2542608,0.027153732
1852,156323.6,WA,Gold,172.3523663,0.027327845
1898,77917.5,SA,Iron Ore,,8.55217E-05
1903,64215.4,WA,Gold,70.79975006,0.011225866
1917,64426.6,TAS,Coal,,7.07141E-05
1854,64971.1,VIC,Gold,71.63293517,0.011357974
1860,65134.6,VIC,Gold,71.81319173,0.011386556
1915,65568.6,TAS,Coal,,7.19676E-05
1853,164845.8,WA,Gold,181.7484476,0.028817669
1881,66661.8,QLD,Coal,,7.31675E-05
1881,66661.8,VIC,Coal,,7.31675E-05
1852,66964.0,VIC,Gold,73.83019989,0.011706368
1909,67220.6,TAS,Coal,,7.37808E-05
1919,67313.0,TAS,Coal,,7.38823E-05
1921,67539.6,TAS,Coal,,7.4131E-05
1852,68482.5,NSW,Coal,,7.51658E-05
1851,68691.8,NSW,Coal,,7.53955E-05
1859,68785.1,VIC,Gold,75.83798434,0.012024719
1922,70345.8,TAS,Coal,,7.7211E-05
1854,175567.2,WA,Gold,193.569145,0.030691935
1902,90736.3,SA,Iron Ore,,9.95915E-05
1882,75627.0,QLD,Coal,,8.30076E-05
1882,75627.0,VIC,Coal,,8.30076E-05
1913,75977.5,NSW,Iron Ore,,8.33923E-05
1858,76033.8,VIC,Gold,83.82996428,0.013291911
1906,76429.6,SA,Iron Ore,,8.38886E-05
1920,76635.9,TAS,Coal,,8.41149E-05
1910,77037.2,NSW,Iron Ore,,8.45554E-05
1924,77203.8,TAS,Coal,,8.47383E-05
1967,77765.7,TAS,Coal,,8.5355E-05
1987,78438.0,WA,Gold,86.48070562,0.013712207
1855,190742.8,WA,Gold,210.300763,0.033344867
1853,80364.3,VIC,Gold,88.60455149,0.01404896
1923,82009.5,TAS,Coal,,9.0013E-05
1855,82566.4,VIC,Gold,91.03237453,0.014433911
1857,82886.2,VIC,Gold,91.3850355,0.014489828
1925,83005.2,TAS,Coal,,9.11058E-05
1910,83764.1,TAS,Coal,,9.19388E-05
1966,83986.6,TAS,Coal,,9.21831E-05
1940,84466.2,TAS,Coal,,9.27094E-05
1938,85093.0,TAS,Coal,,9.33975E-05
1905,85834.7,SA,Iron Ore,,9.42115E-05
1907,85953.6,SA,Iron Ore,,9.4342E-05
1903,86290.9,SA,Iron Ore,,9.47122E-05
1856,204455.3,WA,Gold,225.4193309,0.035742037
1908,89408.0,SA,Iron Ore,,9.81335E-05
1856,89432.6,VIC,Gold,98.60267001,0.015634241
1928,90285.8,NSW,Iron Ore,,9.9097E-05
1968,92384.9,TAS,Coal,,0.000101401
1937,92578.9,TAS,Coal,,0.000101614
1864,94575.6,TAS,Iron Ore,,0.000103805
1916,95620.8,NSW,Iron Ore,,0.000104953
1945,95755.0,NSW,Iron Ore,,0.0001051
1853,98357.9,NSW,Coal,,0.000107957
1917,99405.4,NSW,Iron Ore,,0.000109107
1939,100982.3,TAS,Coal,,0.000110837
1857,219191.4,WA,Gold,241.6663435,0.03831813
1926,103995.7,TAS,Coal,,0.000114145
1965,104096.3,TAS,Coal,,0.000114255
1883,106426.0,QLD,Coal,,0.000116812
1883,106426.0,VIC,Coal,,0.000116812
1988,110750.0,WA,Gold,122.1058434,0.019360857
1941,111469.4,TAS,Coal,,0.000122348
1932,113642.6,TAS,Coal,,0.000124733
1927,113848.9,TAS,Coal,,0.00012496
1970,114000.0,TAS,Coal,,0.000125126
1973,115000.0,TAS,Coal,,0.000126223
1922,115146.3,NSW,Iron Ore,,0.000126384
1934,115451.1,TAS,Coal,,0.000126718
1858,236672.7,WA,Gold,260.9401,0.041374138
1969,117787.9,TAS,Coal,,0.000129283
1933,118438.2,TAS,Coal,,0.000129997
1854,118508.3,NSW,Coal,,0.000130074
1901,119721.4,WA,Coal,,0.000131405
1900,120304.6,WA,Coal,,0.000132045
1918,120542.3,NSW,Iron Ore,,0.000132306
1884,122658.6,QLD,Coal,,0.000134629
1884,122658.6,VIC,Coal,,0.000134629
1971,124000.0,TAS,Coal,,0.000136101
1935,125693.4,TAS,Coal,,0.00013796
1931,125809.2,TAS,Coal,,0.000138087
1974,127000.0,TAS,Coal,,0.000139394
1905,129401.8,WA,Coal,,0.00014203
1928,130556.0,TAS,Coal,,0.000143297
1972,132000.0,TAS,Coal,,0.000144882
1929,132375.7,TAS,Coal,,0.000145294
2008,132490.3,WA,Gold,146.0753199,0.02316141
1920,133066.5,NSW,Iron Ore,,0.000146053
1859,262977.2,WA,Gold,289.9417901,0.045972588
1936,134380.2,TAS,Coal,,0.000147495
1903,135561.8,WA,Coal,,0.000148792
1942,136593.1,TAS,Coal,,0.000149923
1946,137627.4,SA,Coal,,0.000151059
1915,139169.6,NSW,Iron Ore,,0.000152752
1855,139269.2,NSW,Coal,,0.000152861
1914,140675.4,NSW,Iron Ore,,0.000154404
1904,140766.8,WA,Coal,,0.000154505
1930,140935.5,TAS,Coal,,0.00015469
1902,143138.1,WA,Coal,,0.000157107
1907,144651.0,WA,Coal,,0.000158768
1944,145939.3,TAS,Coal,,0.000160182
1989,146610.0,WA,Gold,161.6427784,0.025629754
1924,147785.3,NSW,Iron Ore,,0.000162208
1943,148216.1,TAS,Coal,,0.000162681
1919,149127.5,NSW,Iron Ore,,0.000163681
1945,151462.2,TAS,Coal,,0.000166244
2009,152018.4,WA,Gold,167.6056792,0.02657522
1906,152151.1,WA,Coal,,0.000167
1964,153579.6,TAS,Coal,,0.000168568
1860,297431.2,WA,Gold,327.9285211,0.051995688
2007,155515.7,WA,Gold,171.4616859,0.027186621
1946,161291.0,TAS,Coal,,0.000177032
1975,162000.0,TAS,Coal,,0.00017781
1925,162172.9,NSW,Iron Ore,,0.000178
1926,163075.1,NSW,Iron Ore,,0.00017899
1861,163099.3,TAS,Coal,,0.000179017
2004,164220.6,WA,Gold,181.0591303,0.028708372
2006,165174.0,WA,Gold,182.1102517,0.028875036
1862,165961.5,TAS,Coal,,0.000182158
1993,167363.5,WA,Gold,184.524225,0.029257791
1863,169721.1,TAS,Coal,,0.000186285
1947,169814.2,TAS,Coal,,0.000186387
2012,170595.8,WA,Gold,188.0880195,0.029822859
2011,170990.6,WA,Gold,188.5233007,0.029891876
2010,171396.9,WA,Gold,188.9712278,0.029962899
2005,173093.6,WA,Gold,190.8419148,0.030259511
1864,173441.4,TAS,Coal,,0.000190368
1995,173724.7,WA,Gold,191.5377271,0.030369838
1994,175673.4,WA,Gold,193.6862673,0.030710506
1861,333518.2,WA,Gold,367.7157815,0.058304276
1874,176674.3,NT,Coal,,0.000193916
1865,177270.9,TAS,Coal,,0.000194571
1908,178052.0,WA,Coal,,0.000195428
2013,179000.9,WA,Gold,197.354893,0.031292196
1991,179436.0,WA,Gold,197.8346196,0.03136826
1990,180785.0,WA,Gold,199.3219405,0.031604087
1866,180825.8,TAS,Coal,,0.000198473
1992,181287.0,WA,Gold,199.8754135,0.031691844
1923,181300.1,NSW,Iron Ore,,0.000198994
1921,181830.5,NSW,Iron Ore,,0.000199576
1948,182263.3,TAS,Coal,,0.000200051
1865,183136.4,TAS,Iron Ore,,0.000201009
1997,184314.0,TAS,Iron Ore,,0.000202302
1949,184523.9,TAS,Coal,,0.000202532
2014,186359.5,WA,Gold,205.4680598,0.032578603
2003,186881.6,WA,Gold,206.043694,0.032669875
2002,187204.1,WA,Gold,206.3992467,0.03272625
2015,187693.6,WA,Gold,206.9389535,0.032811825
1927,188080.9,NSW,Iron Ore,,0.000206436
1976,189000.0,TAS,Coal,,0.000207445
1916,191342.3,SA,Iron Ore,,0.000210016
1856,192999.4,NSW,Coal,,0.000211835
2016,193347.3,WA,Gold,213.1722736,0.033800168
1875,193597.2,NT,Coal,,0.000212491
1947,196444.6,SA,Coal,,0.000215616
2001,196589.0,WA,Gold,216.7463903,0.034366873
2000,198227.4,WA,Gold,218.5528052,0.034653294
1977,199000.0,TAS,Coal,,0.000218421
1862,387339.5,WA,Gold,427.0556537,0.067713087
1999,201122.5,WA,Gold,221.7447105,0.035159396
2017,201147.8,WA,Gold,221.7726098,0.03516382
1941,206047.8,NSW,Iron Ore,,0.000226157
1996,208139.1,WA,Gold,229.4807892,0.036386013
1876,208370.4,NT,Coal,,0.000228706
1963,210598.5,TAS,Coal,,0.000231151
1885,213053.2,QLD,Coal,,0.000233845
1885,213053.2,VIC,Coal,,0.000233845
2018,213475.4,WA,Gold,235.3642447,0.037318882
1857,213800.9,NSW,Coal,,0.000234666
2021,217647.2,WA,Gold,239.9638466,0.038048186
1909,217730.8,WA,Coal,,0.00023898
2019,218339.7,WA,Gold,240.7273734,0.038169249
1858,219859.4,NSW,Coal,,0.000241316
2020,220010.6,WA,Gold,242.5695639,0.038461343
1877,220809.8,NT,Coal,,0.000242359
1998,221316.0,WA,Gold,244.0087842,0.038689543
1863,419224.5,WA,Gold,462.2100425,0.073287097
